k0_1D,k0_2D,S_1D,S_2D
11.305082170492575,2.7182859943189515,4.13296351205094,49.9999780003598
11.95127225638269,2.71828985762532,4.76612565424328,49.9999605277007
13.946089595245645,2.71828610025904,8.17141821996825,49.9999778589438
15.576145975335095,2.718285723699269,6.77052101084529,49.9999795750889
15.094327890377158,2.7182858864650856,6.26232936019858,49.9999785446846
17.230396468547188,2.7182877962078353,7.62465006714652,49.9999687434231
20.02579215777425,2.718286060507422,8.40621892440781,49.9999780469856
21.120264598273803,2.7182898336421752,9.20079378655158,49.9999605739059
790.4599833624663,2.7183195498722057,49.999984075838,49.9998102512669
32.82436130938358,2.7182859007035756,15.007631106667,49.9999781192626
19.39815668381069,2.71829933668922,7.96953676162803,49.9999229872941
24.640711252470773,2.7182956965688203,11.2003423493735,49.9999346130314
19.93561519683081,2.7182859171634215,8.22561441376824,49.9999783893067
20.331737460541284,2.7182859293564565,8.49595913816216,49.999978323224
24.562929636698822,2.718287058558354,11.108444514754,49.9999726623188
20.45554062244675,2.7182869080097807,8.53365864923891,49.9999730466335
20.87658598751205,2.7182874663855747,8.89328254788426,49.9999700448535
20.931210961902416,2.718301601369221,8.87859168126117,49.9999214934508
17.722768863343397,2.7182888825449947,6.02716077388472,49.9999610260881
20.741553897683538,2.7182878481698096,8.72872488683718,49.9999687720327
16.665089774642418,2.718290338771475,8.00637198874341,49.9999558157497
20.859026958382373,2.7182858064837374,8.28008624532996,49.9999790627432
23.380086503536507,2.718286954971286,9.53978957146273,49.9999733060272
22.003421293374164,2.718291080426052,8.74377814014063,49.9999545543659
42.76337849299465,2.71828593428229,13.5838749816391,49.9999782953947
57.922853179859715,2.7182862473469998,15.5800327486272,49.9999763888942
90.04646557928035,2.7182860269863616,18.6075401336403,49.999978098857
32.45422577038506,2.718285943158091,8.79470215791829,49.9999782704884
60.66540321072399,2.7182880222583745,14.9302289641507,49.9999712733178
67.08248450634274,2.7182878381931497,15.7102161731857,49.9999674369669
79.61594901225007,2.7182861201600472,16.5717003598464,49.9999774099644
92.78735404069843,2.7182859646524755,17.7936506595305,49.9999781479392
70.05301365491925,2.718286101457451,15.2988849206074,49.9999776185884
145.19793093623076,2.7182862939480223,21.1486758030318,49.9999782192119
122.49947925615338,2.7182860512481786,19.915465926498,49.9999778125827
90.01964235273611,2.718286179832082,17.3396661174505,49.9999768337557
95.43426147823153,2.718288296007063,17.9677059195858,49.9999654553099
37.21531444198272,2.7182862080512096,8.5211005123355,49.9999771531757
58.38946812295889,2.71828611510814,12.8343720356864,49.9999772705869
77.40697421607763,2.718286943191481,14.9325797039039,49.9999732532695
