,arm_name,metric_name,mean,sem,trial_index,n,frac_nonnull,rep,runner
12,8_0,objective,105.74884937014154,1.0,8,10000,105.74884937014154,6,"GP, online only"
13,9_0,objective,106.66935787917238,1.0,9,10000,106.66935787917238,6,"GP, online only"
14,10_0,objective,106.52444737606281,1.0,10,10000,106.52444737606281,6,"GP, online only"
15,11_0,objective,107.23713213494507,1.0,11,10000,107.23713213494507,6,"GP, online only"
16,12_0,objective,106.00721501265824,1.0,12,10000,106.00721501265824,6,"GP, online only"
17,13_0,objective,107.66314310526906,1.0,13,10000,107.66314310526906,6,"GP, online only"
18,14_0,objective,112.901721760235,1.0,14,10000,112.901721760235,6,"GP, online only"
19,15_0,objective,106.39677312018276,1.0,15,10000,106.39677312018276,6,"GP, online only"
20,16_0,objective,108.48154876781096,1.0,16,10000,108.48154876781096,6,"GP, online only"
21,17_0,objective,104.70277866388136,1.0,17,10000,104.70277866388136,6,"GP, online only"
22,18_0,objective,105.87367353618312,1.0,18,10000,105.87367353618312,6,"GP, online only"
23,19_0,objective,111.36613214037305,1.0,19,10000,111.36613214037305,6,"GP, online only"
24,20_0,objective,106.28755925299939,1.0,20,10000,106.28755925299939,6,"GP, online only"
0,0_0,objective,31.4438907827504,1.0,0,2000,31.4438907827504,7,"GP, online only"
1,0_1,objective,35.85077750552658,1.0,0,2000,35.85077750552658,7,"GP, online only"
2,0_2,objective,44.08059664573565,1.0,0,2000,44.08059664573565,7,"GP, online only"
3,0_3,objective,98.546785549065,1.0,0,2000,98.546785549065,7,"GP, online only"
4,0_4,objective,98.39900956477864,1.0,0,2000,98.39900956477864,7,"GP, online only"
5,1_0,objective,106.62547340636164,1.0,1,10000,106.62547340636164,7,"GP, online only"
6,2_0,objective,101.81526631305864,1.0,2,10000,101.81526631305864,7,"GP, online only"
7,3_0,objective,102.72658656067983,1.0,3,10000,102.72658656067983,7,"GP, online only"
8,4_0,objective,105.4844005665165,1.0,4,10000,105.4844005665165,7,"GP, online only"
9,5_0,objective,104.32433752361351,1.0,5,10000,104.32433752361351,7,"GP, online only"
10,6_0,objective,102.04982069361748,1.0,6,10000,102.04982069361748,7,"GP, online only"
11,7_0,objective,106.15106973908978,1.0,7,10000,106.15106973908978,7,"GP, online only"
12,8_0,objective,105.93428376700706,1.0,8,10000,105.93428376700706,7,"GP, online only"
13,9_0,objective,107.44630494692889,1.0,9,10000,107.44630494692889,7,"GP, online only"
14,10_0,objective,98.78719245556896,1.0,10,10000,98.78719245556896,7,"GP, online only"
15,11_0,objective,104.11255946686256,1.0,11,10000,104.11255946686256,7,"GP, online only"
16,12_0,objective,103.93837540568111,1.0,12,10000,103.93837540568111,7,"GP, online only"
17,13_0,objective,103.77157592843268,1.0,13,10000,103.77157592843268,7,"GP, online only"
18,14_0,objective,109.87322114620099,1.0,14,10000,109.87322114620099,7,"GP, online only"
19,15_0,objective,104.76146912678851,1.0,15,10000,104.76146912678851,7,"GP, online only"
20,16_0,objective,107.69032476487168,1.0,16,10000,107.69032476487168,7,"GP, online only"
21,17_0,objective,107.74295980986548,1.0,17,10000,107.74295980986548,7,"GP, online only"
22,18_0,objective,105.14162400029942,1.0,18,10000,105.14162400029942,7,"GP, online only"
23,19_0,objective,105.65918641693547,1.0,19,10000,105.65918641693547,7,"GP, online only"
