k0_1D,S_1D,k0_2D,S_2D
135304.34024561118,48.3456728189535,2.7182871823195476,49.9999720006723
159.55007595200829,13.9484015824787,2.7182862073052845,49.9999767833349
349.4933536252708,18.091467078125,2.7182889455326147,49.9999609580866
41.03220171113427,5.1931808595303,2.7182881498567473,49.9999661863182
100.11452345321328,10.5820457041625,2.7182862815371696,49.9999764951587
100.5123998505943,10.5359146083236,2.7182884934874525,49.9999641296103
89.13943111375471,9.83621483322483,2.7182859430148922,49.999977928278
85.16465315438539,9.56640153109024,2.718285929334493,49.99997794149
87.31923988105956,9.57522762566306,2.718288073879208,49.9999664269427
251.10777533282055,15.460575574809,2.718286274925672,49.9999768165997
175.44953736878392,13.5697490193479,2.718286281788801,49.9999767951257
126.9536929990243,11.7414058363886,2.718286414028267,49.9999753688251
104.24208683490225,10.6172532458687,2.718286361619815,49.9999760717324
132.57415789668244,11.7730992059799,2.7182865177590303,49.9999748206246
115.79390187558676,10.5300823123248,2.7182860014054144,49.9999781922238
107.17038516139263,10.1076792464807,2.71828583905258,49.9999788409097
120.66759844027386,10.719987433385,2.7182859135051527,49.9999779902244
75.91934884795155,8.02790961103834,2.7182856830791917,49.9999795507287
65.78642596747454,7.19056846305379,2.7182859315107257,49.9999783112207
61.96233970135776,6.75262754714829,2.718287866211576,49.9999667257516
102.39189844577245,9.46440043233392,2.7182859554374317,49.9999781847831
120.4218832114787,10.2213903846204,2.7182859839979185,49.9999780468698
117.7084098160586,9.99005923056563,2.7182879706862537,49.9999663199795
116.55260138872266,9.36740502546489,2.7182904775450387,49.999949894097
75.96418315621379,7.07609842385473,2.71828610744521,49.9999773171144
149.9853331218526,10.361653265256,2.7182898884370816,49.9999519532851
282.3412661868831,13.4124047298346,2.7182861423863858,49.9999767240671
428.76341009379377,14.783990592103,2.7182862688532112,49.9999765731121
138.40510667980152,9.57568768047341,2.718286003420018,49.9999780736713
72.59874841431763,6.3892648630705,2.7182859240572945,49.9999786736215
64.03144341992551,5.5817759459752,2.718288273427982,49.9999645309007
212.27095306809633,11.2340529543284,2.7182863014012364,49.9999764299121
153.11553926713745,9.76865358278235,2.718286046911045,49.9999774213307
284.9165472828016,12.513602797309,2.7182875961162,49.9999701822196
150.6952323167977,9.6946220710561,2.718286069681339,49.9999776122278
75.39075147498475,6.35890673991583,2.7182872774931437,49.9999703003373
267.7976059254907,12.1994609178707,2.7182860936492554,49.9999774861722
33.08538392433649,1.93027110064812,2.7182863748503396,49.9999786289506
207.02424743079476,11.0426495707368,2.718288450786212,49.999964607059
207.02410087586446,11.0426466271347,2.7182882611621952,49.9999643785189
149.70282421396135,9.55487259055866,2.7182882273333426,49.9999656731857
242.83912824460947,11.7422104611652,2.7182871969319446,49.9999725288288
142.68139148719436,9.27926159984292,2.71828821269884,49.9999667660218
157.0868669045717,9.48734025777094,2.7182860638699964,49.9999778093922
157.08682811374203,9.48733921467163,2.7182861099317073,49.9999773968256
202.04529961871637,10.5403066609846,2.7182880892960335,49.9999657096393
136.59064917275364,8.518361212134,2.71828605840915,49.9999776378533
176.8833639264366,9.66063515315677,2.718287249992803,49.9999721579657
126.32856291780375,8.15686854715964,2.718286097640379,49.999976953792
170.21365522236644,9.45608234779042,2.718287201404805,49.9999716072484
366.29736187449043,12.3579635571502,2.7182861235080793,49.9999774914459
709.6119026769477,14.8651745861034,2.7182870344735965,49.9999724614381
441.51834032064613,12.6184315998571,2.718287030261964,49.9999724804043
322.89574538802503,11.3051150110715,2.7182862507201753,49.9999770650557
330.32813017064257,11.3807450087361,2.7182861665735327,49.9999774092666
315.91366422499726,11.0908414984756,2.7182883715792294,49.9999655434629
333.29986279829524,11.410472044892,2.7182861905436524,49.9999773454568
257.8767204521252,10.410876509194,2.7182869404194263,49.9999712309787
223.35997866695726,9.69696514869416,2.718285897493796,49.9999784946554
457.76162594973147,12.0774503778721,2.7182860925972516,49.9999778132811
713.1407397431669,13.6500126534062,2.7182861725019523,49.9999769791406
457.2688578576038,12.0735211703846,2.7182880924477524,49.999965904551
407.7705268828928,11.5321023550523,2.7182883518423084,49.9999639684157
754.0451910054386,13.4387611409542,2.7182860637245954,49.9999777701353
1168.392271086091,14.9138141572946,2.718286041552542,49.999977717292
347.9312056799662,10.6016503936262,2.7182862604638998,49.9999761770803
12226.059041702863,22.1584136863344,2.718287087130731,49.999970539002
122.14498603448814,6.28855147887114,2.7182863466584206,49.999976733517
225.77621482882788,8.98177392411608,2.718290400211171,49.9999485696286
3666.830673865092,18.6437030805213,2.71828697335816,49.9999717756176
555.0000742930292,12.3386299297719,2.7182861658819193,49.9999770707828
341.01428035182414,10.5820519330486,2.7182861183323537,49.9999769393061
290.78932232558,9.94437227449288,2.7182861804458716,49.999977439524
6362.298093982594,20.3621650870792,2.718288305896304,49.999965550104
467.2079675075412,11.7264137598108,2.718286962422518,49.999971163801
63.91046965375988,3.73032257283614,2.7182861975959467,49.9999769122365
538.183650056098,11.8547901299189,2.7182880290960645,49.9999658533717
387.52242907965257,10.3433290251775,2.718288007407334,49.9999744600713
725.9622182880869,12.3680092730848,2.718286008137739,49.9999778978399
460.79259251283645,10.8626114665698,2.7182859553050243,49.9999782271672
396.7746070344519,10.3268125454418,2.718285936721788,49.9999778758684
496.32774891402164,11.0606709340245,2.7182860060629532,49.9999778146303
1139.858087542105,13.7034105328102,2.7182869778948446,49.9999724894802
521.7834547300565,11.1969263056116,2.718286028878451,49.9999775013903
471.2861286300278,10.7789761510591,2.718288089567128,49.9999656466655
94.98906430439564,4.86036005220257,2.7182904554565095,49.9999511996677
162.29495569351846,6.61527498173019,2.718287876955146,49.999966737312
149.16463420997135,6.31024206654258,2.7182880263940863,49.9999667678286
156.74671706224106,5.72375296050785,2.7182860856086464,49.9999770234448
156.98085556390095,5.68342232012706,2.718288218302075,49.9999649027248
303402.73792293755,26.2006049053968,2.718290018980293,49.9999512056093
58662686.339497454,49.9999997477263,2.718286846368793,49.999972386313
2768.8781860233994,13.9400128593823,2.7182860413629957,49.999977695017
2308.1821048460074,13.4478690986516,2.7182868278627232,49.9999724812964
444.34876708763403,8.82912595608063,2.718286036623447,49.9999777338938
171.39770983576273,5.44033629848412,2.7182904427206664,49.999950104953
354.38089762328576,6.24719625030569,2.718287315917766,49.9999710323726
411.6001825986695,5.69874506675353,2.718288963057152,49.9999611568891
477.0649140610275,5.29092691215422,2.718289501342191,49.9999597698785
485165142.99662095,30.2759615043889,2.7182885859918446,49.99996091017
511.90288843937014,5.65417808987628,2.7182861889118106,49.9999764630022
485165155.9601366,30.2797220772805,2.718286937985989,49.9999722387269
485165161.21302044,30.4252974716452,2.7182931735757396,49.9999335934575
559.8422709602355,5.3657203233087,2.7182865108736376,49.9999752620885
892.8773685148797,5.85654066609805,2.7182880385839225,49.9999650831472
575.3588798871754,5.42778234296563,2.7182864976443897,49.9999748586402
923.0982716719284,6.04081617895652,2.7182867888531055,49.9999738755945
485165088.7486118,24.5206477785256,2.7182860977008065,49.9999774766153
485165088.7486118,24.5206477847978,2.7182867827774633,49.9999738313519
485164264.6710827,24.3013621078172,2.7182866019173995,49.9999740514949
1296.1683819557948,5.88971168828255,2.7182870792363363,49.9999712858642
6787429.403637822,17.1665220479592,2.7183131176022224,49.9998638379105
5220.080923504864,7.47145749224489,2.7183994667361167,49.9987961785711
778.0926711422567,4.49276852961163,2.7182878695422663,4.24988357517639
262.7176250077183,2.6758149880926,2.7182883509181175,49.9999641383681
485165177.07966805,23.117505570469,2.718287920366041,49.9999670021934
1041.587687249987,4.94695212413671,2.7182874231053824,49.999969880821
485163786.73333204,21.7352331339014,2.7182865102479696,49.9999742012592
91974933.80075891,19.9631746612081,2.7182877613469363,49.9999664486498
9050.420115538536,7.72565242456881,2.7182882044354613,49.9999629736367
485165180.27777857,23.2213846728643,2.718285794923819,49.9999790839414
485162050.0411892,21.463786668796,2.71828793601112,49.9999662000861
1018.541273738362,4.61620680032057,2.718294128903163,49.9999287861866
485165168.2444695,20.2139790120223,2.71851374462194,49.9987815721263
670.8153666129592,3.98935845703012,2.718293193627664,49.9999372218847
485165188.22721094,20.2693259127844,2.7182904319195393,49.9999543269526
439.57679786561886,3.32967737283385,2.718294276539212,49.9999379433906
437.85739385123446,3.32341871901552,2.718293119070754,49.9999380483543
10236.67060727739,7.71057472045049,2.7182945517060935,49.9999305650413
485165140.51097393,20.9525445723718,2.7182879339066486,49.9999675480934
50051286.865761876,18.7123363971749,2.7182876141962646,49.9999668555801
485165160.11057895,21.0108381277765,2.7182900775284824,49.9999569755864
485165149.0268842,20.4151199782942,2.7182889345423282,49.9999612634931
485165143.7772995,20.1807047522003,2.718337674256572,49.9995280041045
485165172.22054386,20.5187555312248,2.7182977879514443,49.9999230229937
485165136.9862987,19.9514643738036,99303.78643947192,13.6516299285814
485165172.5700093,20.4572327331895,2.718357437773973,49.9994293037838
485165133.505044,20.0568774960799,2.71836826019724,49.9990728134329
485165169.47674173,22.1213258856891,2.718336364872746,49.9995811001705
69829.63409143881,9.54448022159372,7.255640083623964,41.6420100071362
485165185.7213815,21.0165918176217,2.718592649064788,49.9984008197915
485165179.7539466,20.0344492388975,2.718375729976307,49.998701805567
485165173.4599951,21.2238801450814,2.7182954826837005,49.9999286982743
485165188.4581977,20.0013264040542,2.7182958467565372,49.9999339331634
485165185.2336928,19.5896374773894,297.8814071901045,49.999174432672
485165176.8347076,20.0063822106567,2.7183325392914903,49.9996753681936
42236.705369010284,8.84602796086602,476920667.7910986,30.6544735088756
44.60616159144574,7.79904041859522,2.7182926369071945,49.9999485200688
183.76601050551383,8.07484381432195,2.7182899192080963,49.9999586066459
253.51485862445853,7.43937258965631,2.718290432903805,49.9999576328805
485163915.7907984,26.0030575908257,2.718343365962588,49.9995819206213
13.667715462012572,0.0005726707285768,2.718364460552763,49.9991546869704
15.289464505354418,0.514751229994822,2.7183134847409876,49.9998495064032
19.566528620994532,0.930310614706346,2.718314948012194,49.9998430852992
35.30823073290629,3.20959486027946,2.7183707808465614,49.9991632803778
37.198996439401874,2.27737856782536e-06,485065583.9960294,35.3365335821873
485165186.52117544,20.1207820305537,485049240.5722795,33.6981461881135
485165187.2479537,20.0147591491593,484173264.9536829,33.4370539395046
