k0_1D,S_1D,k0_2D,S_2D
22.561478949428416,6.73546914790468e-07,10.879598810455981,1.59499325855913e-06
3.345712060730252,4.1960821505716,3.219862886775759,3.70209347594165
3.3370014336845717,4.29982381429539,3119.6216855606363,49.9999580362263
3.4674353071528645,5.29021460423256,3.550390931610213,6.34889828402484
3.4974628671353627,5.50995153726908,197.2538502859854,49.9997527388122
6.4797957028639095,10.7330317475081,12972.080522322842,49.9997937787545
7.581038741179909,11.8723570700998,15132.56691552146,49.9998276016738
7.001620037091495,9.32018835849069,4.0354336246369895,7.04481518115293
7.983062875231009,10.6795915213085,353.75000932778704,49.9992631244833
6.967898645873782,9.7610263948083,401.5647809183338,49.999846120542
7.234542208364819,10.109176145282,4.184997832091722,5.41141805611082
9.574981913985436,9.87850267599402,1607.1563275375222,49.9999120843862
7.26335801039272,10.1383958910561,4.353504267724458,7.66669744056887
7.142354364917591,9.79421408256829,343.2295983306725,49.9998336627805
7.368242912672553,10.5596435521882,19618.409486001692,49.9997155308607
6.9838172371783065,9.87060777440193,12835.650874787514,49.9997741356591
10.762483366636486,11.9762368480431,326.1163710750265,49.9997942371747
13.489443213149572,12.8374473711683,1903.662573241966,49.9996613123999
7.362089322321408,5.17711509628191,8915.882495578568,49.9998940322441
15.140040609726533,14.9770257704819,13635.793061724606,49.999873648527
12.669818018117065,11.9643933722433,82975.68596335241,49.9998425389416
15.739986299517454,13.2365624188684,13340.296275405848,49.9997295128126
13.485490104762878,12.2095854871358,1742.644525168983,28.8833674194899
14.461031610278413,11.823601184225,193832.91896126737,49.9990054013394
11.112058363951087,8.7247484033279,5569.756170056763,49.9996344341624
26.32182117031765,19.4600939952921,799.5058997226773,49.9939246525934
12.687923817089048,10.7413651451837,4.112077485817441,0.0001790083293096
13.427081776709889,11.6024236075508,74031.97775784551,49.9997413950668
13.198852113647238,11.8607384384283,963.6764876269649,49.9994603810004
14.167672751949377,12.8217350095597,1285.9846580385672,49.9995845564795
16.018933977290015,13.810070047668,3928.7942892128176,49.9996745064837
13.59197077097896,12.4194238180289,3016.198531775865,49.9983959141952
14.728518390618866,12.5593025846162,831.272902663622,49.9967146396675
15.276095482782582,12.8076818700234,1087.1144509345959,49.999619954639
15.312243510979682,12.1783712686695,559.2520399629112,49.9995514664573
16.030042374609014,13.3843471107357,268.68605576296454,35.0385388545181
13.872770828610468,12.237653476792,1027.9365337538957,49.9984176022819
16.268987109058077,13.6659862526509,1068.9095899286688,49.9998938395782
16.04179869922923,12.7754253837367,1659.502590376925,49.9973053652758
15.708285090830733,12.4634776274636,2.265474436965335,0.0008322117803178
15.797454981230251,13.104266138195,441.6506588935549,49.9990123407833
30.294762780037367,19.903832727436,444.50721653126453,49.9994213666479
